id,Kanji,Strokes,Grade,JLPT-test,Radical Freq.,Kanji Frequency without Proper Nouns
2046,律,9,6,2,19,24066
255,冠,9,7,1,4,11129
1280,孫,10,4,2,9,14683
258,陥,10,7,1,31,17344
1538,胴,10,7,1,44,2080
1794,陛,10,6,1,31,7194
2050,流,10,3,3,118,159853
3,挨,10,7,0,89,324
2051,留,10,5,3,19,44977
2052,竜,10,7,1,1,9853
2057,旅,10,3,4,6,41591
522,倹,10,7,1,104,225
523,兼,10,7,1,8,19476
524,剣,10,7,1,32,12114
1548,匿,10,7,1,4,5280
13,案,10,4,2,85,182072
525,拳,10,7,1,89,4176
1549,特,10,4,4,6,200157
526,軒,10,7,2,15,6461
1039,辱,10,7,1,2,5015
2063,料,10,4,4,3,184817
788,師,10,5,3,17,90690
789,恣,10,7,0,76,555
1301,帯,10,4,2,17,66763
790,紙,10,2,4,63,75301
1302,泰,10,7,1,118,871
791,脂,10,7,2,44,8054
1816,勉,10,3,4,23,15128
1819,哺,10,7,0,70,315
1052,唇,10,7,1,70,1330
1820,捕,10,7,3,89,89986
1053,娠,10,7,1,36,4721
1054,振,10,7,1,89,93205
2078,倫,10,7,1,104,10381
1055,浸,10,7,1,118,9359
1056,真,10,3,4,19,267420
1057,針,10,6,2,33,87082
2083,涙,10,7,2,118,14121
551,原,10,2,3,4,180401
1323,託,10,7,1,68,25391
1840,俸,10,7,1,104,3891
1841,倣,10,7,1,104,1164
818,時,10,2,5,38,829845
1842,峰,10,7,1,16,6002
51,員,10,3,4,70,544702
1843,砲,10,7,1,16,12506
52,院,10,3,4,31,140029
1076,陣,10,7,1,31,48330
2103,烈,10,7,1,26,7895
568,個,10,5,2,104,103488
569,庫,10,3,2,17,27077
2105,恋,10,7,2,76,16205
2106,連,10,4,3,51,425541
315,既,10,7,1,1,27473
316,記,10,2,3,68,320434
317,起,10,3,4,6,142531
62,唄,10,7,1,70,2052
318,飢,10,7,1,12,2283
1086,粋,10,7,1,10,4129
1598,悩,10,7,2,76,21523
319,鬼,10,7,1,4,5180
1087,衰,10,7,1,21,7089
1599,納,10,6,1,63,37542
64,畝,10,7,1,19,341
320,帰,10,2,4,17,83936
1600,能,10,5,3,44,205862
65,浦,10,7,1,118,1767
833,疾,10,7,1,15,6522
581,娯,10,7,1,36,2725
582,悟,10,7,1,76,7152
1607,破,10,5,3,16,82174
1863,剖,10,7,1,32,3023
2119,朗,10,6,1,8,6166
1864,紡,10,7,1,63,1032
2120,浪,10,7,1,118,5009
1609,馬,10,2,3,11,91370
846,射,10,6,1,12,33399
1358,値,10,6,3,104,81150
1359,恥,10,7,3,76,5614
80,益,10,5,1,8,62744
1360,致,10,7,1,2,69697
1616,俳,10,6,1,104,20297
1617,配,10,3,3,14,119958
83,悦,10,7,1,76,505
2132,脇,10,7,0,44,8176
1367,畜,10,7,2,19,4459
1623,倍,10,3,2,104,36710
856,借,10,4,4,104,25957
1368,逐,10,7,1,51,1025
1624,梅,10,4,1,85,6575
857,酌,10,7,1,14,1224
1371,秩,10,7,1,23,3287
92,宴,10,7,1,36,4440
861,弱,10,2,3,11,30418
1121,凄,10,7,0,6,510
1122,逝,10,7,1,51,2210
1635,剥,10,7,0,32,348
870,殊,10,7,1,5,12509
871,珠,10,7,1,15,2018
872,酒,10,3,3,14,29427
1386,衷,10,7,1,21,459
1387,酎,10,7,0,14,1604
1899,埋,10,7,2,50,18914
622,候,10,4,3,104,82442
623,校,10,1,5,85,224878
624,耕,10,5,2,2,3267
625,航,10,4,2,8,44534
114,桜,10,5,1,85,9681
626,貢,10,7,1,35,15628
115,翁,10,7,1,6,325
627,降,10,6,3,31,85361
628,高,10,2,5,1,510050
375,宮,10,3,1,36,18307
1144,席,10,4,3,17,116905
1145,脊,10,7,0,44,1234
1146,隻,10,7,1,9,3641
1916,脈,10,4,1,44,8972
125,俺,10,7,0,104,1599
893,修,10,5,2,104,65049
894,袖,10,7,0,21,2556
1919,眠,10,7,3,19,13711
128,恩,10,5,1,76,7761
387,挙,10,4,1,6,160969
1667,班,10,6,1,15,8514
1668,畔,10,7,1,19,993
1669,般,10,7,2,8,43438
1925,娘,10,7,3,36,24353
1930,冥,10,7,0,4,1680
1420,捗,10,7,0,89,56
654,剛,10,7,1,32,2501
1423,朕,10,7,1,8,37
913,従,10,6,1,19,50356
146,夏,10,2,4,4,55923
147,家,10,2,4,36,378801
148,荷,10,3,2,47,16888
149,華,10,7,1,47,16688
406,恐,10,7,3,76,35846
1430,通,10,2,4,51,370160
407,恭,10,7,1,76,73
408,胸,10,6,2,44,19264
1944,耗,10,7,1,2,1805
409,脅,10,7,1,44,17600
1177,扇,10,7,1,6,3282
666,骨,10,6,2,3,34358
1178,栓,10,7,1,85,1444
1694,疲,10,7,3,15,14063
1950,紋,10,7,1,63,5444
1695,秘,10,6,1,23,37453
1696,被,10,7,2,21,158336
674,根,10,3,2,85,49884
163,蚊,10,7,1,10,1200
935,准,10,7,1,6,8450
936,殉,10,7,1,5,1336
937,純,10,6,2,63,14828
1449,庭,10,3,3,17,33738
1450,逓,10,7,1,51,225
687,唆,10,7,1,70,9869
688,差,10,4,3,4,101178
946,書,10,2,5,8,317053
691,座,10,6,3,17,59674
1715,姫,10,7,1,36,4255
692,挫,10,7,0,89,3282
1207,租,10,7,1,23,1443
1719,俵,10,5,1,104,7473
1208,素,10,5,1,63,60060
699,宰,10,7,1,36,3924
700,栽,10,7,1,85,6316
1468,哲,10,7,1,70,5107
957,徐,10,7,1,19,5311
958,除,10,6,3,31,75647
1726,病,10,3,4,15,125840
1730,浜,10,7,1,118,3071
1476,展,10,6,2,15,126306
1734,敏,10,7,1,16,4557
199,害,10,4,3,36,203735
1227,倉,10,4,1,104,6488
1228,捜,10,7,2,89,73375
1229,挿,10,7,1,89,2366
1997,容,10,5,3,36,225588
974,宵,10,7,1,36,509
1230,桑,10,7,1,85,1699
463,訓,10,4,2,68,21608
719,剤,10,7,1,32,25090
975,将,10,6,2,12,71832
1487,徒,10,4,3,19,36788
720,財,10,5,3,35,117905
976,消,10,3,3,118,129962
1488,途,10,7,3,51,45157
977,症,10,7,1,15,51142
978,祥,10,7,1,15,7792
467,郡,10,4,1,12,4463
979,称,10,7,1,23,28256
980,笑,10,4,3,24,54152
1749,浮,10,7,3,118,44219
214,格,10,5,3,85,157579
215,核,10,7,1,85,79892
727,索,10,7,1,63,22995
479,恵,10,7,2,76,14441
2015,浴,10,4,2,118,19202
738,殺,10,4,3,6,114950
1507,倒,10,7,3,104,50977
1508,凍,10,7,2,6,15654
1509,唐,10,7,0,70,4829
1254,造,10,5,2,51,100149
1510,島,10,3,2,16,45736
1511,桃,10,7,1,85,1627
1512,討,10,6,1,68,84446
1513,透,10,7,1,51,24297
1514,党,10,6,2,5,269334
747,桟,10,7,1,85,801
748,蚕,10,6,1,10,373
1266,息,10,3,3,76,41036
1778,粉,10,4,2,10,13593
243,株,10,6,1,85,124753
1267,捉,10,7,0,89,737
1779,紛,10,7,1,63,15458
244,釜,10,7,0,33,1261
756,残,10,4,3,5,125241
1268,速,10,3,3,51,85564
505,桁,10,7,0,85,120
2048,略,11,5,2,19,66003
259,乾,11,7,2,7,7077
1539,動,11,3,4,23,391265
1795,閉,11,6,3,11,30228
260,勘,11,7,1,23,5721
1540,堂,11,4,4,50,18280
261,患,11,7,1,76,46258
2053,粒,11,7,2,10,5789
6,悪,11,3,4,76,91516
262,貫,11,7,1,35,13308
2054,隆,11,7,1,31,1151
1289,唾,11,7,0,70,349
1550,得,11,4,3,19,222136
527,健,11,4,2,104,59964
528,険,11,5,3,31,88108
2064,涼,11,7,2,118,3548
2065,猟,11,7,1,17,1756
2066,陵,11,7,1,31,3565
1811,偏,11,7,1,104,6674
1303,堆,11,7,0,50,700
792,視,11,6,1,7,114421
1304,袋,11,7,2,21,11030
1305,逮,11,7,1,51,67703
26,尉,11,7,1,12,1195
1562,豚,11,7,1,3,5429
27,異,11,6,2,19,61359
28,移,11,5,2,23,102232
1564,貪,11,7,0,35,330
29,萎,11,7,0,47,889
1058,深,11,3,3,118,72752
1059,紳,11,7,1,63,1504
1315,第,11,3,2,24,351478
1571,梨,11,7,1,85,2092
1060,進,11,3,3,51,241979
2084,累,11,7,1,63,3693
39,域,11,6,2,50,98804
1575,軟,11,7,2,15,12578
552,現,11,5,3,15,506029
297,眼,11,5,1,19,10003
553,舷,11,7,0,8,320
43,逸,11,7,1,51,9754
1329,脱,11,7,1,44,41449
1844,崩,11,7,1,16,39488
53,淫,11,7,0,118,195
1845,訪,11,6,3,68,88820
54,陰,11,7,1,31,9192
825,鹿,11,7,1,3,2577
1339,探,11,6,3,89,33925
1595,捻,11,7,0,89,751
1340,淡,11,7,1,118,6255
1596,粘,11,7,1,10,12184
1088,推,11,6,1,89,66720
321,基,11,5,2,50,176867
1089,酔,11,7,1,14,6338
1601,脳,11,6,2,44,69628
322,寄,11,5,3,36,70655
834,執,11,7,1,50,34796
323,規,11,5,3,7,122281
324,亀,11,7,1,7,5017
1350,断,11,5,3,5,149595
1096,崇,11,7,1,16,891
1865,望,11,4,3,8,84277
1098,据,11,7,1,89,8837
1610,婆,11,7,1,36,699
847,捨,11,6,2,89,18341
848,赦,11,7,1,2,1689
81,液,11,5,2,118,16262
849,斜,11,7,1,3,4517
1618,排,11,7,1,89,30280
1619,敗,11,4,3,16,180635
341,偽,11,7,1,104,33521
854,蛇,11,7,1,10,2159
1625,培,11,7,1,50,8321
858,釈,11,7,1,2,19436
1626,陪,11,7,1,31,1561
1372,窒,11,7,1,10,2562
1885,堀,11,7,1,50,2581
350,菊,11,7,1,47,2811
862,寂,11,7,1,36,5460
1123,清,11,4,2,118,11861
1891,麻,11,7,1,1,10810
356,脚,11,7,1,44,17512
1124,盛,11,6,1,8,48232
1636,舶,11,7,1,8,3034
1390,著,11,6,2,47,184771
879,授,11,5,2,89,100711
629,康,11,4,2,17,30235
630,控,11,7,1,89,32818
631,梗,11,7,0,85,2173
1399,帳,11,3,1,17,15163
376,救,11,4,1,16,47537
632,黄,11,2,2,1,11977
1400,張,11,5,2,11,114027
377,球,11,3,3,15,280835
1401,彫,11,7,1,5,9549
1402,眺,11,7,1,19,4118
1914,密,11,6,1,36,40919
1147,惜,11,7,1,76,5739
1403,釣,11,7,1,33,8282
1148,戚,11,7,0,7,232
1404,頂,11,6,3,22,12350
1149,責,11,5,3,35,73506
1405,鳥,11,2,4,4,20897
895,終,11,3,4,63,195324
896,羞,11,7,0,7,177
897,習,11,3,4,6,69535
1921,務,11,5,3,23,340217
898,週,11,2,4,51,82110
388,虚,11,7,1,5,13127
389,許,11,5,3,68,45217
1158,接,11,5,2,89,74968
1670,販,11,7,2,35,78902
391,魚,11,2,4,3,14588
1159,設,11,5,2,68,256062
1160,雪,11,2,3,13,23076
1424,陳,11,7,1,31,10728
914,渋,11,7,1,118,6396
150,菓,11,7,2,47,6161
662,黒,11,2,4,2,64560
151,貨,11,4,2,35,23555
920,宿,11,3,3,36,27625
921,淑,11,7,1,118,412
1945,猛,11,7,1,17,11626
410,強,11,2,4,11,347529
922,粛,11,7,1,1,4899
411,教,11,2,4,16,291374
1179,旋,11,7,1,6,3189
412,郷,11,6,1,12,12301
1180,船,11,2,3,8,50627
669,頃,11,7,0,22,1872
1951,問,11,3,4,70,433569
928,術,11,5,3,6,127136
1954,野,11,2,4,4,251945
675,婚,11,7,3,36,34500
676,混,11,5,2,118,36692
677,痕,11,7,0,15,2614
678,紺,11,7,1,63,1232
1959,訳,11,6,1,68,26637
1451,停,11,4,2,104,45060
1452,偵,11,7,1,104,3586
433,菌,11,7,1,47,11520
1970,唯,11,7,1,70,10373
947,庶,11,7,1,17,4160
1461,笛,11,3,1,24,2017
1975,悠,11,7,1,76,1114
1720,票,11,4,1,15,92903
1976,郵,11,6,2,12,48464
185,械,11,4,2,85,7481
1209,措,11,7,1,89,33820
1210,粗,11,7,1,10,3991
1211,組,11,2,3,63,281931
701,彩,11,7,1,5,14565
702,採,11,5,2,89,55801
703,済,11,6,3,118,187620
1727,描,11,7,1,89,42225
704,祭,11,3,2,15,22405
1728,猫,11,7,3,17,9920
705,斎,11,7,1,2,2778
450,惧,11,7,0,76,2515
706,細,11,2,2,63,48478
707,菜,11,4,3,47,17168
1731,貧,11,5,3,35,16085
453,偶,11,7,3,104,5943
1477,添,11,7,1,118,13174
1478,転,11,3,4,15,163841
1735,瓶,11,7,1,2,3890
200,崖,11,7,0,16,584
201,涯,11,7,1,118,5496
458,掘,11,7,2,89,13532
716,埼,11,7,0,50,911
1998,庸,11,7,1,17,180
1231,巣,11,4,1,4,5431
1232,掃,11,7,2,89,11536
1233,曹,11,7,1,8,3221
1489,都,11,3,3,12,267906
722,崎,11,7,1,16,1923
1234,曽,11,7,0,8,6
1235,爽,11,7,1,1,889
1236,窓,11,6,3,10,18149
981,唱,11,4,1,70,15042
982,商,11,3,3,70,93620
